listing_id,zone,property_type,size_m2,bedrooms,bathrooms,age_years,floor,has_elevator,distance_to_business_km,distance_to_transit_km,view_quality,noise_level,has_security,has_pool,has_gym,has_social,furnished,balcony,garden,parking_spaces,pet_friendly,rent_price_gtq,price_per_m2,age_bucket,is_premium_zone
1422,Zona 5,Casa,163,5,5,6,0,0,4.3,1.83,3,5,1,0,0,0,1,0,0,1,0,13731.68,84.24,6-15,0
1423,Zona 9,Apartamento,58,2,2,4,5,1,1.92,0.24,1,5,1,0,0,0,0,0,0,1,0,6742.64,116.25,0-5,0
1424,Zona 9,Apartamento,101,4,2,12,18,1,0.26,2.1,3,1,1,1,1,1,0,0,0,1,1,13811.57,136.75,6-15,0
1425,Carretera al Salvador,Casa,142,4,3,22,0,0,7.45,2.93,5,1,0,0,1,1,0,1,1,1,0,14152.24,99.66,16-30,0
1426,Zona 10,Apartamento,64,2,2,10,9,1,1.17,0.2,1,5,1,0,1,0,0,1,0,0,0,8890.01,138.91,6-15,1
1427,Carretera al Salvador,Casa,236,6,5,24,0,0,7.78,3.37,1,4,1,0,0,0,0,1,0,0,0,18170.87,77.0,16-30,0
1428,Zona 7,Casa,136,4,4,18,0,0,4.39,2.19,4,3,0,0,0,0,0,0,0,2,1,10048.12,73.88,16-30,0
1429,Zona 15,Casa,135,4,4,12,0,0,3.21,3.07,3,5,1,0,1,1,0,1,1,2,0,16091.43,119.2,6-15,1
1430,Zona 16,Apartamento,73,3,1,22,10,1,4.17,1.52,4,3,1,0,0,0,0,0,0,0,0,8470.72,116.04,16-30,0
1431,Zona 10,Apartamento,83,3,2,9,3,1,0.84,4.0,1,5,1,0,1,1,0,0,0,1,0,10863.15,130.88,6-15,1
1432,Zona 9,Apartamento,59,2,1,9,18,1,3.46,0.83,4,2,1,0,1,0,0,1,1,3,0,9449.39,160.16,6-15,0
1433,Zona 14,Casa,71,2,2,3,0,0,2.94,1.51,3,4,1,0,1,1,0,0,0,1,1,10510.82,148.04,0-5,1
1434,Zona 9,Apartamento,89,3,3,13,4,1,2.62,0.99,4,2,1,1,1,1,0,0,0,1,1,12062.95,135.54,6-15,0
1435,Zona 15,Apartamento,45,2,2,6,1,1,2.84,2.43,5,3,1,0,1,1,1,0,1,1,0,6702.18,148.94,6-15,1
1436,Zona 18,Apartamento,89,3,3,25,3,1,5.79,2.62,2,3,0,0,0,1,1,1,0,1,1,6177.71,69.41,16-30,0
1437,Zona 10,Apartamento,80,3,2,8,4,1,1.43,1.57,2,2,1,1,1,1,1,1,1,1,1,12590.0,157.38,6-15,1
1438,Zona 5,Apartamento,93,3,3,18,2,0,2.73,1.73,3,3,1,0,0,0,0,0,0,1,0,7881.83,84.75,16-30,0
1439,Carretera al Salvador,Casa,206,6,5,11,0,0,7.65,2.3,2,5,0,0,0,0,0,1,0,1,1,18314.05,88.9,6-15,0
1440,Zona 10,Casa,148,4,2,4,0,0,1.17,1.19,3,3,1,0,1,0,0,0,0,0,1,19295.75,130.38,0-5,1
1441,Zona 7,Casa,100,3,3,32,0,0,5.04,0.65,4,2,1,0,0,0,0,0,1,1,1,7926.37,79.26,30+,0
1442,Zona 16,Apartamento,87,3,3,2,1,0,4.6,2.93,5,1,1,0,1,1,0,1,0,1,1,12021.52,138.18,0-5,0
1443,Zona 15,Apartamento,101,4,3,10,3,0,2.92,3.59,3,3,1,0,0,1,0,0,1,0,0,13024.28,128.95,6-15,1
1444,Zona 10,Apartamento,93,3,3,0,16,1,1.71,0.84,3,4,1,1,0,0,0,1,0,1,0,14615.81,157.16,0-5,1
1445,Zona 10,Apartamento,61,2,1,0,2,1,0.57,0.2,2,3,1,0,0,0,0,1,0,0,0,8673.99,142.2,0-5,1
1446,Zona 15,Apartamento,99,4,3,13,8,1,2.58,1.4,3,4,0,1,0,0,0,0,0,1,0,12492.67,126.19,6-15,1
1447,Zona 5,Casa,142,4,4,9,0,0,3.53,1.75,4,2,1,0,1,1,0,0,0,1,0,13036.6,91.81,6-15,0
1448,Zona 9,Apartamento,82,3,2,16,12,1,0.95,1.6,1,5,1,0,1,0,0,0,0,1,1,9370.55,114.28,16-30,0
1449,Zona 15,Apartamento,94,3,3,5,10,1,2.47,1.48,1,5,1,0,1,0,0,1,0,1,0,12112.52,128.86,0-5,1
1450,Carretera al Salvador,Casa,131,4,3,35,0,0,8.5,2.17,5,1,1,0,0,0,0,0,1,1,1,11935.74,91.11,30+,0
1451,Carretera al Salvador,Casa,213,6,5,24,0,0,8.28,1.3,4,2,0,1,0,1,1,0,1,2,0,20328.79,95.44,16-30,0
1452,Zona 5,Apartamento,90,3,3,17,2,0,3.03,1.27,2,4,0,0,0,0,0,0,0,2,1,7626.82,84.74,16-30,0
1453,Carretera al Salvador,Apartamento,92,3,2,15,9,1,7.76,1.92,3,5,0,0,0,1,0,1,0,1,1,9023.77,98.08,6-15,0
1454,Zona 16,Apartamento,66,2,1,2,8,1,4.55,1.76,3,3,0,0,0,0,0,0,1,2,0,9229.46,139.84,0-5,0
1455,Zona 10,Apartamento,51,2,1,3,3,1,0.61,1.08,2,3,1,1,1,1,1,1,0,1,0,7858.18,154.08,0-5,1
1456,Carretera al Salvador,Casa,70,2,1,15,0,0,8.45,0.82,4,4,0,1,1,1,0,1,1,1,1,7321.4,104.59,6-15,0
1457,Zona 16,Apartamento,104,4,3,23,7,1,5.39,2.99,1,5,0,1,1,1,0,1,1,1,1,10309.38,99.13,16-30,0
1458,Zona 13,Apartamento,102,4,2,27,5,1,1.5,2.85,1,4,1,0,0,0,0,1,1,0,1,9905.87,97.12,16-30,0
1459,Zona 9,Apartamento,51,2,1,9,2,1,1.43,1.22,4,1,0,0,1,1,0,1,0,0,0,6845.35,134.22,6-15,0
1460,Zona 14,Apartamento,90,3,1,0,7,1,1.12,1.13,1,4,1,0,1,0,1,1,0,1,1,13656.19,151.74,0-5,1
1461,Zona 7,Casa,123,4,3,9,0,0,3.44,2.74,5,1,1,0,0,0,1,0,1,0,0,11073.88,90.03,6-15,0
1462,Zona 9,Apartamento,80,3,2,14,14,1,0.86,1.85,5,2,1,0,1,1,0,1,0,1,0,10785.07,134.81,6-15,0
1463,Zona 14,Apartamento,41,1,1,21,6,1,0.96,0.79,4,3,1,0,1,1,0,1,0,0,1,6166.99,150.41,16-30,1
1464,Zona 7,Apartamento,91,3,2,20,3,0,4.8,1.96,5,1,1,0,0,1,0,1,0,2,0,7933.97,87.19,16-30,0
1465,Zona 4,Apartamento,64,2,2,11,3,1,2.98,0.58,2,5,0,0,1,1,0,0,0,1,1,7251.98,113.31,6-15,0
1466,Zona 7,Apartamento,92,3,3,5,5,1,4.81,1.6,3,4,0,0,0,0,0,1,0,0,0,7505.86,81.59,0-5,0
1467,Zona 10,Apartamento,81,3,2,8,6,1,1.64,1.33,1,5,1,1,1,1,0,0,0,0,1,10560.91,130.38,6-15,1
1468,Zona 5,Apartamento,88,3,2,1,4,1,3.27,0.42,3,3,1,0,0,1,1,0,0,1,0,9404.53,106.87,0-5,0
1469,Zona 14,Apartamento,54,2,1,7,11,1,1.31,0.86,3,2,1,1,0,0,0,1,0,0,0,8725.65,161.59,6-15,1
1470,Carretera al Salvador,Casa,135,4,4,21,0,0,7.59,3.22,3,4,1,0,0,0,0,1,1,1,1,11772.05,87.2,16-30,0
1471,Zona 4,Apartamento,44,2,1,12,8,1,2.46,0.2,3,3,1,0,0,1,0,1,0,1,1,5589.61,127.04,6-15,0
1472,Carretera al Salvador,Casa,195,6,5,7,0,0,9.73,1.8,1,5,1,0,1,0,0,0,0,1,1,16694.39,85.61,6-15,0
1473,Zona 4,Apartamento,69,2,1,29,7,1,0.54,2.4,3,2,1,0,1,0,0,0,0,1,0,7792.33,112.93,16-30,0
1474,Carretera al Salvador,Casa,158,5,3,23,0,0,8.38,3.75,5,1,1,1,1,0,1,1,0,1,1,15677.91,99.23,16-30,0
1475,Zona 9,Apartamento,38,1,1,24,5,1,1.87,3.33,1,5,1,1,0,0,0,1,0,1,0,4475.53,117.78,16-30,0
1476,Zona 14,Apartamento,80,3,1,18,18,1,0.2,0.2,2,4,1,1,1,1,0,1,0,1,1,12118.25,151.48,16-30,1
1477,Zona 14,Apartamento,68,2,1,24,11,1,1.25,2.29,3,3,0,0,0,0,0,1,1,2,1,9526.58,140.1,16-30,1
1478,Zona 14,Apartamento,109,4,3,7,17,1,0.75,1.78,2,4,1,0,0,0,0,1,1,1,1,16600.24,152.3,6-15,1
1479,Zona 14,Apartamento,83,3,3,12,16,1,0.77,0.82,4,1,1,1,1,1,0,0,0,0,1,14071.91,169.54,6-15,1
1480,Zona 16,Casa,167,5,4,7,0,0,4.19,4.4,3,2,1,1,0,0,0,0,0,2,1,19208.99,115.02,6-15,0
1481,Carretera al Salvador,Casa,163,5,5,9,0,0,7.99,1.55,5,2,1,0,1,1,0,1,1,1,0,17769.53,109.02,6-15,0
1482,Zona 18,Casa,91,3,2,0,0,0,6.38,0.97,1,4,0,0,1,0,1,1,1,1,0,6904.04,75.87,0-5,0
1483,Zona 9,Apartamento,55,2,1,6,17,1,1.17,1.47,3,3,1,0,1,0,0,1,1,0,1,7762.82,141.14,6-15,0
1484,Zona 15,Apartamento,91,3,3,12,6,1,2.88,2.59,3,3,0,1,1,0,0,1,0,0,1,11731.37,128.92,6-15,1
1485,Zona 13,Apartamento,108,4,3,24,9,1,1.83,3.1,2,3,1,0,0,0,0,1,0,0,1,11145.46,103.2,16-30,0
1486,Zona 4,Apartamento,75,3,3,11,6,1,1.2,0.72,3,2,1,0,0,1,0,1,1,1,0,9493.08,126.57,6-15,0
1487,Carretera al Salvador,Casa,182,5,5,13,0,0,8.14,2.97,5,1,1,0,0,1,0,0,1,1,0,19514.86,107.22,6-15,0
1488,Zona 14,Apartamento,85,3,2,5,12,1,0.58,1.8,2,3,1,0,1,1,0,1,1,1,0,13542.96,159.33,0-5,1
1489,Zona 5,Casa,221,6,5,23,0,0,4.81,1.12,5,1,1,0,1,1,0,1,0,0,1,18752.85,84.85,16-30,0
1490,Zona 10,Apartamento,66,2,1,10,10,1,1.41,2.26,1,5,1,0,0,1,0,0,0,1,1,8998.16,136.34,6-15,1
1491,Zona 14,Apartamento,38,1,1,8,10,1,0.4,3.21,5,1,1,1,0,1,1,0,0,2,0,7720.77,203.18,6-15,1
1492,Zona 18,Apartamento,70,2,1,13,2,0,6.49,2.29,1,5,1,0,0,0,0,1,0,1,1,5150.69,73.58,6-15,0
1493,Zona 14,Apartamento,74,3,3,14,14,1,0.88,0.2,4,1,1,1,1,1,1,0,0,1,1,13547.23,183.07,6-15,1
1494,Zona 9,Apartamento,89,3,2,21,1,1,1.24,0.81,2,3,1,1,0,1,0,1,0,1,1,10031.71,112.72,16-30,0
1495,Zona 16,Apartamento,70,2,2,20,5,1,2.73,2.15,3,3,0,0,1,0,0,0,1,0,0,7821.61,111.74,16-30,0
1496,Zona 4,Apartamento,46,2,1,17,8,1,2.36,1.31,1,4,0,1,0,1,0,0,0,1,1,5156.37,112.1,16-30,0
1497,Zona 9,Apartamento,73,3,2,32,11,1,2.16,0.54,1,5,1,0,1,0,0,1,0,1,1,7015.91,96.11,30+,0
1498,Zona 13,Apartamento,53,2,1,14,6,1,1.5,1.13,5,1,1,1,1,0,0,1,0,1,0,7403.55,139.69,6-15,0
1499,Zona 16,Casa,154,4,2,1,0,0,5.11,3.45,5,1,0,0,0,0,0,0,0,0,0,18968.24,123.17,0-5,0
1500,Zona 16,Casa,119,3,1,30,0,0,3.72,2.75,3,2,0,0,0,1,1,1,1,0,1,11775.89,98.96,16-30,0
1501,Zona 7,Casa,97,3,2,14,0,0,4.32,1.56,4,2,1,0,0,0,0,1,0,1,0,7724.97,79.64,6-15,0
1502,Zona 14,Apartamento,35,1,1,0,3,1,1.23,2.52,4,2,1,0,1,1,0,1,0,1,1,6338.02,181.09,0-5,1
1503,Zona 4,Apartamento,86,3,1,15,1,1,2.08,1.01,4,2,1,1,0,1,1,1,0,1,0,10818.46,125.8,6-15,0
1504,Carretera al Salvador,Apartamento,96,3,3,8,5,1,6.89,2.27,4,3,1,0,0,1,0,0,1,1,1,11143.96,116.08,6-15,0
1505,Zona 16,Apartamento,108,4,3,0,10,1,1.3,2.64,3,3,1,0,0,0,0,1,0,1,1,14417.12,133.49,0-5,0
1506,Zona 10,Apartamento,77,3,3,8,16,1,0.2,2.34,2,4,1,0,1,1,0,1,1,0,1,11445.33,148.64,6-15,1
1507,Zona 13,Apartamento,106,4,3,26,10,1,1.33,2.98,2,5,1,1,1,1,0,1,0,1,1,11192.79,105.59,16-30,0
1508,Zona 10,Apartamento,44,2,1,0,6,1,0.98,3.47,1,4,1,0,0,1,0,0,0,1,1,6469.4,147.03,0-5,1
1509,Zona 7,Apartamento,91,3,3,0,1,1,3.35,2.18,2,3,0,0,0,0,0,0,1,0,0,7263.99,79.82,0-5,0
1510,Zona 5,Apartamento,104,4,3,1,6,1,2.8,2.94,3,4,0,0,0,0,1,0,1,0,0,10182.51,97.91,0-5,0
1511,Zona 16,Apartamento,49,2,1,32,5,1,4.05,2.88,4,2,1,0,0,1,0,1,1,2,0,5763.42,117.62,30+,0
1512,Carretera al Salvador,Casa,129,4,3,15,0,0,7.98,1.73,3,4,0,0,0,1,0,0,0,1,1,11673.13,90.49,6-15,0
1513,Zona 13,Apartamento,87,3,2,15,5,1,0.49,2.17,1,4,1,0,1,0,0,1,0,0,1,9563.75,109.93,6-15,0
1514,Zona 15,Apartamento,131,5,4,15,7,1,3.19,1.66,4,3,1,0,1,0,0,0,0,0,0,16587.57,126.62,6-15,1
1515,Carretera al Salvador,Casa,229,6,5,11,0,0,6.42,1.18,4,3,1,1,0,1,1,1,0,2,0,22745.13,99.32,6-15,0
1516,Zona 7,Casa,169,5,4,20,0,0,5.94,2.71,4,2,0,0,0,1,0,0,0,0,0,12090.17,71.54,16-30,0
1517,Zona 16,Apartamento,112,4,3,15,8,1,5.04,4.06,1,5,1,0,1,0,1,0,1,0,1,12135.14,108.35,6-15,0
1518,Zona 4,Apartamento,65,2,1,41,6,1,2.85,0.7,2,4,1,1,0,0,0,0,0,1,0,6394.43,98.38,30+,0
1519,Zona 9,Casa,101,3,2,9,0,0,3.15,1.08,5,3,1,1,0,0,0,0,0,2,1,12348.94,122.27,6-15,0
1520,Zona 9,Apartamento,93,3,1,21,12,1,2.67,0.76,4,2,1,1,0,0,0,1,0,0,1,11783.65,126.71,16-30,0
1521,Zona 16,Casa,153,4,3,29,0,0,3.28,2.43,3,3,1,1,0,1,0,0,1,1,1,15636.29,102.2,16-30,0
1522,Carretera al Salvador,Casa,80,2,2,15,0,0,6.11,1.82,1,3,0,0,0,0,0,1,1,2,1,7868.06,98.35,6-15,0
1523,Carretera al Salvador,Casa,163,5,4,15,0,0,7.68,3.48,5,1,1,0,0,0,0,0,0,1,1,16940.76,103.93,6-15,0
1524,Zona 10,Apartamento,76,3,2,0,15,1,0.2,0.51,1,4,1,0,1,1,0,1,0,0,0,10888.13,143.26,0-5,1
1525,Carretera al Salvador,Apartamento,83,3,3,25,1,0,7.8,1.51,3,3,1,0,1,0,0,0,0,0,0,7503.33,90.4,16-30,0
1526,Zona 18,Casa,102,3,1,21,0,0,5.34,0.68,3,4,1,0,1,0,0,1,0,0,0,6303.32,61.8,16-30,0
1527,Zona 15,Apartamento,101,4,4,26,2,1,3.86,1.0,3,4,1,1,1,1,0,1,1,0,1,11586.34,114.72,16-30,1
1528,Zona 4,Apartamento,125,4,4,20,1,1,2.79,0.2,2,3,1,0,1,0,0,1,0,0,0,13062.52,104.5,16-30,0
1529,Zona 16,Casa,199,6,5,20,0,0,5.31,2.45,5,1,1,0,1,1,0,1,0,0,0,22730.55,114.22,16-30,0
1530,Zona 16,Apartamento,70,2,2,10,6,1,5.07,3.01,3,3,1,0,0,0,0,1,1,1,1,8695.31,124.22,6-15,0
1531,Zona 10,Apartamento,67,2,2,27,8,1,0.77,2.4,2,5,1,1,0,1,1,1,0,0,1,8870.32,132.39,16-30,1
1532,Zona 10,Apartamento,106,4,4,2,2,1,1.08,1.95,2,4,1,1,0,0,0,1,0,0,0,14698.79,138.67,0-5,1
1533,Zona 15,Casa,97,3,2,17,0,0,2.25,3.44,5,1,1,0,0,1,0,0,1,1,0,12535.05,129.23,16-30,1
1534,Carretera al Salvador,Casa,70,2,2,10,0,0,9.25,2.3,4,2,1,1,1,0,0,0,1,2,1,7818.6,111.69,6-15,0
1535,Zona 14,Apartamento,79,3,1,13,11,1,0.25,1.21,2,4,1,0,0,1,0,0,0,1,1,11927.69,150.98,6-15,1
1536,Zona 14,Apartamento,61,2,1,16,14,1,2.95,2.04,1,5,1,0,1,1,0,1,0,1,0,8985.32,147.3,16-30,1
1537,Zona 16,Casa,95,3,3,4,0,0,3.94,2.99,4,4,1,0,0,0,0,0,1,0,1,11106.2,116.91,0-5,0
1538,Zona 4,Apartamento,80,3,1,14,10,1,3.1,1.38,2,3,0,1,0,0,1,1,0,1,1,9749.18,121.86,6-15,0
1539,Zona 4,Apartamento,73,3,3,12,3,1,1.34,1.01,2,3,1,1,1,1,1,1,1,1,0,9075.48,124.32,6-15,0
1540,Zona 15,Casa,70,2,1,14,0,0,2.37,1.61,3,3,1,1,0,1,0,0,0,1,0,8841.39,126.31,6-15,1
1541,Zona 14,Apartamento,92,3,3,25,6,1,0.66,0.87,5,1,1,1,0,1,0,0,1,0,0,14400.21,156.52,16-30,1
1542,Carretera al Salvador,Apartamento,85,3,2,4,1,1,8.29,0.62,3,2,0,0,0,1,0,0,1,2,1,9701.11,114.13,0-5,0
1543,Zona 18,Casa,101,3,2,15,0,0,5.84,1.85,3,3,0,0,1,0,0,1,0,1,1,6521.52,64.57,6-15,0
1544,Zona 10,Apartamento,61,2,1,8,13,1,1.21,0.99,1,5,1,0,1,1,0,0,0,1,1,8903.36,145.96,6-15,1
1545,Zona 14,Apartamento,63,2,2,20,11,1,2.48,0.97,1,5,1,1,1,1,0,1,0,1,0,9374.62,148.8,16-30,1
1546,Zona 4,Apartamento,61,2,1,13,1,1,3.24,3.76,2,3,1,1,1,1,0,0,0,1,1,7199.14,118.02,6-15,0
1547,Zona 10,Apartamento,75,3,3,29,14,1,1.18,1.52,5,1,1,1,0,1,0,1,1,2,1,11420.18,152.27,16-30,1
1548,Zona 13,Apartamento,72,3,2,28,9,1,2.3,1.72,3,5,1,0,0,1,0,1,0,1,1,7384.63,102.56,16-30,0
1549,Carretera al Salvador,Casa,110,3,2,13,0,0,8.75,1.01,3,3,1,0,1,0,0,1,1,1,1,10797.15,98.16,6-15,0
1550,Zona 13,Casa,79,2,1,27,0,0,2.26,3.07,2,5,1,0,0,1,0,1,0,1,0,6855.95,86.78,16-30,0
1551,Zona 10,Apartamento,86,3,2,3,15,1,0.2,0.68,3,5,1,0,1,1,0,0,0,0,1,12687.6,147.53,0-5,1
1552,Zona 16,Apartamento,78,3,3,2,1,0,5.21,2.5,5,2,1,0,0,0,0,1,1,2,1,11305.29,144.94,0-5,0
1553,Zona 14,Apartamento,79,3,2,4,8,1,0.92,2.46,1,5,1,0,1,0,1,0,1,0,0,11652.21,147.5,0-5,1
1554,Zona 10,Apartamento,97,3,2,0,7,1,0.34,0.2,1,5,1,0,1,1,1,0,0,0,0,13827.84,142.56,0-5,1
1555,Zona 10,Apartamento,50,2,1,0,9,1,1.3,0.35,1,5,1,0,0,0,0,0,0,1,1,7441.88,148.84,0-5,1
1556,Zona 7,Apartamento,85,3,3,20,8,1,4.26,2.81,1,4,0,0,0,0,0,1,1,1,0,6834.87,80.41,16-30,0
1557,Zona 10,Apartamento,73,3,2,12,8,1,1.32,1.58,2,5,1,0,1,0,1,0,0,2,0,10899.68,149.31,6-15,1
1558,Zona 18,Casa,117,3,3,36,0,0,6.01,1.17,5,1,0,0,1,0,1,0,1,0,0,7317.64,62.54,30+,0
1559,Zona 14,Apartamento,58,2,1,12,2,1,0.2,2.22,2,4,1,1,1,1,1,1,0,0,1,9220.26,158.97,6-15,1
1560,Zona 7,Casa,90,3,2,23,0,0,3.64,3.02,3,3,0,0,0,0,0,0,0,1,1,5957.73,66.2,16-30,0
1561,Zona 14,Apartamento,55,2,2,14,1,1,0.85,1.38,4,1,1,0,0,1,0,0,1,1,0,9271.38,168.57,6-15,1
1562,Zona 14,Apartamento,50,2,2,8,3,1,2.09,2.57,5,2,1,1,1,0,0,1,1,0,1,9035.73,180.71,6-15,1
1563,Carretera al Salvador,Casa,193,6,5,4,0,0,7.61,1.5,3,3,0,0,0,0,1,1,1,1,0,19420.23,100.62,0-5,0
1564,Zona 10,Apartamento,96,3,2,5,1,1,2.17,1.22,1,4,1,1,1,1,1,1,0,1,1,13358.18,139.15,0-5,1
1565,Carretera al Salvador,Casa,156,4,3,0,0,0,9.34,2.87,2,3,1,0,1,0,0,0,1,1,1,15915.06,102.02,0-5,0
1566,Carretera al Salvador,Casa,189,5,5,15,0,0,7.62,1.38,2,5,1,0,1,0,0,0,1,0,1,16741.58,88.58,6-15,0
1567,Zona 10,Apartamento,96,3,2,8,5,1,2.26,0.57,3,4,1,0,0,0,0,0,0,1,1,13066.4,136.11,6-15,1
1568,Zona 14,Apartamento,87,3,1,0,10,1,2.77,0.9,4,3,1,1,1,0,0,0,1,0,0,15029.49,172.75,0-5,1
1569,Zona 16,Apartamento,99,4,3,17,7,1,3.54,2.32,3,4,1,0,1,0,0,1,0,1,0,11018.81,111.3,16-30,0
1570,Zona 10,Apartamento,92,3,1,1,1,1,2.3,1.41,3,3,1,1,1,1,1,0,0,0,0,13831.18,150.34,0-5,1
1571,Zona 10,Casa,172,5,5,2,0,0,1.2,1.7,4,2,1,0,1,0,1,0,1,0,1,24784.04,144.09,0-5,1
1572,Zona 4,Casa,196,6,5,25,0,0,1.76,0.28,2,5,1,0,1,0,0,1,1,1,0,17757.16,90.6,16-30,0
1573,Carretera al Salvador,Apartamento,84,3,2,11,7,1,8.03,2.83,2,3,1,1,0,1,0,0,1,0,1,9202.85,109.56,6-15,0
1574,Zona 10,Apartamento,78,3,1,20,1,1,1.86,3.17,3,4,1,1,0,1,0,0,0,1,1,9911.21,127.07,16-30,1
1575,Carretera al Salvador,Apartamento,123,4,4,38,6,1,8.52,1.7,4,1,0,0,0,0,0,0,1,1,0,11546.54,93.87,30+,0
1576,Zona 16,Casa,141,4,4,0,0,0,4.63,3.26,2,3,1,0,1,1,0,1,0,1,1,16354.14,115.99,0-5,0
1577,Zona 14,Casa,139,4,3,12,0,0,0.2,2.12,3,4,1,1,0,1,0,0,0,0,1,19154.83,137.8,6-15,1
1578,Zona 15,Casa,164,5,4,13,0,0,2.07,1.69,5,1,1,1,1,1,1,0,0,3,1,22201.36,135.37,6-15,1
1579,Zona 15,Casa,158,5,5,29,0,0,2.31,1.55,1,5,1,0,0,1,0,1,0,1,0,15671.12,99.18,16-30,1
1580,Zona 15,Apartamento,62,2,2,1,6,1,2.4,1.61,2,3,1,1,1,1,0,1,1,2,0,9195.26,148.31,0-5,1
1581,Zona 4,Apartamento,91,3,2,11,6,1,1.96,1.58,3,2,0,1,1,0,0,1,0,1,1,11038.17,121.3,6-15,0
1582,Zona 5,Apartamento,83,3,2,15,8,1,3.6,1.18,1,5,0,1,0,0,1,1,1,0,0,7414.88,89.34,6-15,0
1583,Carretera al Salvador,Apartamento,100,4,4,7,2,1,8.44,0.26,2,3,1,0,0,1,0,1,0,1,0,10612.1,106.12,6-15,0
1584,Zona 16,Apartamento,66,2,1,16,3,1,3.03,2.99,5,3,1,1,1,1,0,1,0,1,0,8251.91,125.03,16-30,0
1585,Zona 15,Apartamento,68,2,1,2,9,1,2.15,2.54,5,1,1,0,0,1,0,0,1,2,0,10851.18,159.58,0-5,1
1586,Zona 10,Apartamento,89,3,3,14,5,1,0.8,2.32,1,5,1,1,1,0,1,1,0,1,0,11751.68,132.04,6-15,1
1587,Zona 9,Apartamento,84,3,2,23,16,1,2.83,2.1,4,3,1,0,0,0,0,1,0,0,0,9851.36,117.28,16-30,0
1588,Carretera al Salvador,Apartamento,131,5,4,19,2,1,8.17,1.19,5,1,1,0,0,1,0,0,1,1,0,13899.42,106.1,16-30,0
1589,Zona 10,Apartamento,53,2,1,11,7,1,2.4,1.05,2,4,1,1,1,1,1,1,0,0,1,7608.57,143.56,6-15,1
1590,Zona 9,Apartamento,81,3,2,15,16,1,2.59,0.2,3,5,1,0,1,1,0,1,0,0,0,9520.83,117.54,6-15,0
1591,Zona 10,Apartamento,70,2,1,11,12,1,1.31,2.04,3,2,1,0,1,0,0,1,1,0,1,10516.43,150.23,6-15,1
1592,Zona 16,Apartamento,52,2,1,14,4,1,3.53,2.51,4,2,1,0,1,1,0,0,0,1,1,6761.28,130.02,6-15,0
1593,Zona 5,Apartamento,93,3,2,16,5,1,3.18,0.61,2,3,0,1,0,0,0,1,1,1,0,8536.91,91.79,16-30,0
1594,Zona 7,Casa,196,6,5,27,0,0,4.89,2.63,2,3,1,0,1,0,0,0,0,2,1,13099.32,66.83,16-30,0
1595,Zona 15,Apartamento,90,3,3,7,2,0,2.09,3.35,3,3,1,1,0,1,0,1,0,0,0,12273.35,136.37,6-15,1
1596,Zona 9,Apartamento,43,2,2,4,10,1,1.96,0.94,3,3,1,1,0,1,1,1,0,0,1,6392.62,148.67,0-5,0
1597,Zona 18,Apartamento,70,2,2,13,2,1,6.75,0.66,5,2,0,0,0,0,0,0,0,1,1,5526.31,78.95,6-15,0
1598,Zona 10,Casa,126,4,4,33,0,0,1.9,1.2,1,5,1,0,0,0,0,1,0,0,0,12336.93,97.91,30+,1
1599,Zona 10,Apartamento,73,3,2,11,11,1,0.94,2.02,3,3,1,0,1,1,1,0,0,1,1,11391.85,156.05,6-15,1
1600,Zona 10,Apartamento,84,3,3,24,9,1,2.14,3.34,3,2,1,1,1,0,0,0,0,1,1,11435.89,136.14,16-30,1
1601,Zona 10,Apartamento,66,2,1,22,1,1,1.73,1.6,2,4,1,0,0,0,0,0,1,1,0,7979.93,120.91,16-30,1
1602,Zona 5,Apartamento,92,3,3,5,1,1,3.82,2.76,3,4,1,0,0,0,0,1,0,1,1,8342.82,90.68,0-5,0
1603,Zona 16,Apartamento,92,3,3,33,7,1,3.54,1.86,3,3,1,1,0,1,0,1,1,0,0,9639.39,104.78,30+,0
1604,Zona 5,Casa,124,4,4,12,0,0,1.77,2.14,3,3,0,0,0,0,0,1,1,0,0,10303.2,83.09,6-15,0
1605,Carretera al Salvador,Apartamento,102,4,4,2,10,1,8.06,1.6,5,1,1,0,0,0,0,1,0,1,0,12921.4,126.68,0-5,0
1606,Zona 4,Apartamento,68,2,1,21,4,1,1.44,1.91,5,1,1,1,0,1,0,0,0,2,0,8838.77,129.98,16-30,0
1607,Zona 10,Casa,115,3,4,7,0,0,1.59,2.82,3,4,1,0,1,0,0,1,0,1,0,15129.08,131.56,6-15,1
1608,Zona 5,Casa,145,4,2,27,0,0,3.7,1.63,4,2,1,1,0,1,0,1,1,0,0,11888.34,81.99,16-30,0
1609,Zona 14,Apartamento,78,3,2,8,3,1,1.6,0.21,3,3,1,0,1,1,0,0,1,1,0,11779.25,151.02,6-15,1
1610,Carretera al Salvador,Casa,142,4,3,4,0,0,7.2,0.48,5,1,1,1,0,1,0,1,0,2,1,16068.39,113.16,0-5,0
1611,Zona 16,Casa,186,5,5,21,0,0,3.4,2.86,3,3,1,1,0,1,0,0,0,2,1,19554.34,105.13,16-30,0
1612,Zona 16,Apartamento,108,4,3,4,5,1,3.38,1.04,1,5,0,0,0,1,1,0,0,0,1,11907.7,110.26,0-5,0
1613,Zona 15,Casa,101,3,2,11,0,0,1.7,2.08,4,4,1,0,0,1,0,0,0,0,0,12394.71,122.72,6-15,1
